noisy_path,clean_path,snr_db
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01161.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01161.wav,-6.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01162.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01162.wav,1.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01163.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01163.wav,11.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01164.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01164.wav,0.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01165.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01165.wav,6.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01166.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01166.wav,2.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01167.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01167.wav,-2.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01168.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01168.wav,7.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01169.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01169.wav,0.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01170.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01170.wav,0.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01171.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01171.wav,11.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01172.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01172.wav,0.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01173.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01173.wav,11.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01174.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01174.wav,1.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01175.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01175.wav,8.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01176.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01176.wav,-0.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01177.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01177.wav,14.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01178.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01178.wav,9.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01179.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01179.wav,2.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01180.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01180.wav,6.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01181.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01181.wav,-0.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01182.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01182.wav,8.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01183.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01183.wav,4.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01184.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01184.wav,0.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01185.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01185.wav,-0.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01186.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01186.wav,-5.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01187.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01187.wav,-0.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01188.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01188.wav,-5.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01189.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01189.wav,0.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01190.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01190.wav,8.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01191.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01191.wav,7.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01192.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01192.wav,-8.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01193.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01193.wav,-8.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01194.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01194.wav,0.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01195.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01195.wav,-9.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01196.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01196.wav,-2.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01197.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01197.wav,-6.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01198.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01198.wav,4.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01199.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01199.wav,-3.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01200.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01200.wav,0.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01201.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01201.wav,1.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01202.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01202.wav,-6.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01203.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01203.wav,-6.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01204.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01204.wav,11.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01205.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01205.wav,13.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01206.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01206.wav,-8.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01207.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01207.wav,5.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01208.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01208.wav,-2.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01209.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01209.wav,12.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01210.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01210.wav,3.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01211.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01211.wav,4.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01212.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01212.wav,11.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01213.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01213.wav,-8.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01214.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01214.wav,-0.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01215.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01215.wav,-9.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01216.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01216.wav,13.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01217.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01217.wav,13.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01218.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01218.wav,0.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01219.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01219.wav,-1.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01220.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01220.wav,7.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01221.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01221.wav,3.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01222.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01222.wav,2.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01223.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01223.wav,14.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01224.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01224.wav,8.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01225.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01225.wav,-7.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01226.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01226.wav,-3.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01227.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01227.wav,11.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01228.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01228.wav,10.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01229.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01229.wav,-0.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01230.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01230.wav,7.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01231.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01231.wav,-7.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01232.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01232.wav,2.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01233.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01233.wav,14.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01234.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01234.wav,-3.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01235.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01235.wav,-6.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01236.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01236.wav,7.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01237.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01237.wav,-8.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01238.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01238.wav,2.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01239.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01239.wav,14.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01240.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01240.wav,13.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01241.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01241.wav,-5.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01242.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01242.wav,6.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01243.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01243.wav,2.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01244.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01244.wav,12.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01245.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01245.wav,4.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01246.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01246.wav,7.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01247.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01247.wav,-7.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01248.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01248.wav,3.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01249.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01249.wav,-0.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01250.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01250.wav,0.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01251.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01251.wav,-5.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01252.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01252.wav,5.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01253.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01253.wav,15.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01254.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01254.wav,-6.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01255.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01255.wav,5.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01256.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01256.wav,4.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01257.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01257.wav,-4.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01258.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01258.wav,2.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01259.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01259.wav,2.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01260.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01260.wav,0.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01261.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01261.wav,9.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01262.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01262.wav,3.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01263.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01263.wav,9.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01264.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01264.wav,10.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01265.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01265.wav,9.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01266.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01266.wav,-2.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01267.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01267.wav,-8.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01268.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01268.wav,7.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01269.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01269.wav,-9.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01270.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01270.wav,9.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01271.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01271.wav,7.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01272.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01272.wav,12.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01273.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01273.wav,-5.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01274.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01274.wav,13.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01275.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01275.wav,-2.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01276.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01276.wav,-6.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01277.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01277.wav,-9.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01278.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01278.wav,13.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01279.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01279.wav,-0.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01280.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01280.wav,-2.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01281.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01281.wav,-4.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01282.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01282.wav,6.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01283.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01283.wav,2.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01284.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01284.wav,-6.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01285.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01285.wav,-2.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01286.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01286.wav,-8.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01287.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01287.wav,-5.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01288.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01288.wav,3.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01289.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01289.wav,13.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01290.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01290.wav,-4.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01291.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01291.wav,-2.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01292.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01292.wav,9.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01293.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01293.wav,11.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01294.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01294.wav,15.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01295.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01295.wav,9.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01296.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01296.wav,-5.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01297.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01297.wav,-4.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01298.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01298.wav,12.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01299.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01299.wav,10.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01300.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01300.wav,4.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01301.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01301.wav,-7.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01302.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01302.wav,6.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01303.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01303.wav,-10.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01304.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01304.wav,0.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01305.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01305.wav,3.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01306.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01306.wav,14.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01307.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01307.wav,11.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01308.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01308.wav,0.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01309.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01309.wav,5.6
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01310.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01310.wav,9.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01311.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01311.wav,5.0
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01312.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01312.wav,12.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01313.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01313.wav,-6.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01314.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01314.wav,-5.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01315.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01315.wav,-5.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01316.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01316.wav,10.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01317.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01317.wav,-0.1
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01318.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01318.wav,6.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01319.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01319.wav,-2.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01320.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01320.wav,-6.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01321.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01321.wav,11.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01322.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01322.wav,7.5
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01323.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01323.wav,-2.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01324.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01324.wav,2.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01325.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01325.wav,2.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01326.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01326.wav,-8.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01327.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01327.wav,3.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01328.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01328.wav,-1.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01329.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01329.wav,-6.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01330.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01330.wav,5.8
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01331.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01331.wav,-4.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01332.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01332.wav,-9.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01333.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01333.wav,0.2
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01334.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01334.wav,13.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01335.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01335.wav,-5.3
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01336.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01336.wav,7.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01337.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01337.wav,6.9
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01338.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01338.wav,11.4
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01339.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01339.wav,-3.7
C:\Users\jeswa\Downloads\file\data\train_set\noisy\synth_01340.wav,C:\Users\jeswa\Downloads\file\data\train_set\clean\synth_01340.wav,-0.9
